id,pred
7410-14044,0
5291-14044,0
13819-8497,0
13819-5358,0
8497-5358,0
11972-11205,0
11972-11003,0
11205-11003,0
4021-6258,0
4021-938,0
6258-938,0
1791-14504,0
1791-7932,0
14504-7932,0
4468-2073,0
4468-11897,0
2073-11897,0
7741-1184,0
7741-8527,0
1184-8527,0
4575-14786,0
4575-7088,0
14786-7088,0
8905-4744,0
14664-920,0
14664-9679,0
920-9679,0
12092-763,0
12092-5248,0
763-5248,0
2636-2894,0
2636-8854,0
2894-8854,0
13557-5268,0
13557-12672,0
5268-12672,0
12771-12027,0
12771-12077,0
12027-12077,0
1959-967,0
1959-4165,0
967-4165,0
7457-4805,0
7457-7317,0
4805-7317,0
12759-14803,0
12759-1322,0
14803-1322,0
4159-15093,0
4159-13886,0
15093-13886,0
425-6743,0
425-11182,0
6743-11182,0
8524-9704,0
8524-2506,0
9704-2506,0
11842-11261,0
11842-7843,0
11261-7843,0
911-2760,0
911-5526,0
2760-5526,0
11691-2299,0
11691-2931,0
2299-2931,0
1145-11532,0
1145-394,0
11532-394,0
10080-12456,0
5464-7022,0
5464-6761,0
7022-6761,0
13108-2355,0
13108-5436,0
2355-5436,0
10549-5559,0
10549-362,0
5559-362,0
1960-9659,0
1960-6526,0
9659-6526,0
6823-167,0
6823-2309,0
167-2309,0
7123-4949,0
7123-9082,0
4949-9082,0
11021-1799,0
11021-5020,0
1799-5020,0
13910-11906,0
2326-14679,0
3087-1348,0
3087-14770,0
1348-14770,0
12349-3389,0
12349-7331,0
3389-7331,0
7481-7559,0
7481-11305,0
7559-11305,0
11466-1172,0
11466-10739,0
1172-10739,0
6519-14020,0
6519-7507,0
14020-7507,0
3125-3215,0
3125-1074,0
3215-1074,0
12213-6697,0
12213-3156,0
6697-3156,0
7241-5715,0
7241-12345,0
5715-12345,0
8014-7690,0
8014-10109,0
7690-10109,0
11718-13774,0
11718-3032,0
13774-3032,0
7703-1063,0
7703-6437,0
1063-6437,0
11288-14246,0
11288-1238,0
14246-1238,0
12096-10649,0
12096-3115,0
10649-3115,0
10220-1797,0
7222-2191,0
7222-4120,0
2191-4120,0
11728-913,0
11728-11447,0
913-11447,0
6298-8976,0
6298-7064,0
8976-7064,0
2671-8819,0
2671-9444,0
8819-9444,0
11088-1156,0
13548-9758,0
13548-14141,0
9758-14141,0
13545-5652,0
13545-2580,0
5652-2580,0
7775-10427,0
7775-9706,0
10427-9706,0
445-9945,0
445-14230,0
9945-14230,0
8466-6394,0
8466-5811,0
6394-5811,0
14446-7502,0
14446-5558,0
7502-5558,0
14571-2805,0
14571-14186,0
2805-14186,0
9443-1199,0
9443-10526,0
1199-10526,0
3741-7852,0
3741-13413,0
7852-13413,0
9164-3028,0
9164-1383,0
3028-1383,0
10556-5391,0
10556-2031,0
5391-2031,0
12370-8442,0
12370-9552,0
8442-9552,0
5999-4560,0
5999-5418,0
4560-5418,0
13852-4624,0
9686-2066,0
9686-6497,0
2066-6497,0
7060-2983,0
7060-2644,0
2983-2644,0
3226-14437,0
3226-4959,0
14437-4959,0
13638-7454,0
13638-3700,0
7454-3700,0
4310-2508,0
4310-12613,0
2508-12613,0
8374-10741,0
8374-14710,0
10741-14710,0
14687-3951,0
14687-8708,0
3951-8708,0
3614-8795,0
3614-13783,0
8795-13783,0
650-4958,0
650-6216,0
4958-6216,0
9026-6629,0
9026-681,0
6629-681,0
14111-3704,0
14111-8313,0
3704-8313,0
6022-9151,0
6022-10417,0
9151-10417,0
3950-2705,0
3950-6226,0
2705-6226,0
11020-11452,0
11020-11406,0
11452-11406,0
13394-1455,0
13394-7153,0
1455-7153,0
936-1643,0
936-10099,0
1643-10099,0
3615-10378,0
3615-12407,0
10378-12407,0
11421-713,0
11421-2221,0
713-2221,0
6864-9598,0
11650-11110,0
11650-12443,0
11110-12443,0
14332-7144,0
14332-8520,0
7144-8520,0
12877-14445,0
12877-5402,0
14445-5402,0
9195-5345,0
9195-2750,0
5345-2750,0
9174-12834,0
9174-7981,0
12834-7981,0
3836-6475,0
3836-11932,0
6475-11932,0
7611-4267,0
7611-10586,0
4267-10586,0
2246-4198,0
2246-2906,0
4198-2906,0
13779-1826,0
13779-8247,0
1826-8247,0
14847-9967,0
14847-7512,0
9967-7512,0
2641-606,0
2641-8501,0
606-8501,0
10213-4272,0
12540-13,0
12540-7645,0
13-7645,0
1815-5613,0
1815-8217,0
5613-8217,0
1261-14084,0
5388-1734,0
5388-12152,0
1734-12152,0
6932-14557,0
6932-13178,0
14557-13178,0
67-3147,0
67-7436,0
3147-7436,0
15043-1176,0
15043-1085,0
1176-1085,0
8431-2547,0
8431-5245,0
2547-5245,0
3412-7875,0
9588-3692,0
9588-4713,0
3692-4713,0
6774-13985,0
6774-1889,0
13985-1889,0
7999-10240,0
7999-1106,0
10240-1106,0
6106-8103,0
6106-14634,0
8103-14634,0
11258-3708,0
11258-3973,0
3708-3973,0
9421-2878,0
9421-4897,0
2878-4897,0
5749-7676,0
5749-715,0
7676-715,0
9826-2510,0
9826-13154,0
2510-13154,0
14257-2824,0
14257-540,0
2824-540,0
11727-6560,0
11727-5603,0
6560-5603,0
4951-14505,0
4951-11231,0
14505-11231,0
8802-8116,0
8802-4285,0
8116-4285,0
9652-14503,0
9652-5243,0
14503-5243,0
9101-7340,0
9101-3263,0
7340-3263,0
13673-12906,0
13673-7220,0
12906-7220,0
13932-12951,0
13932-11506,0
12951-11506,0
2381-7529,0
2381-5705,0
7529-5705,0
7947-12326,0
7947-9020,0
12326-9020,0
11418-4600,0
11418-649,0
4600-649,0
7573-7314,0
7573-3994,0
7314-3994,0
2694-1340,0
2694-4072,0
1340-4072,0
9095-4743,0
9095-7543,0
4743-7543,0
3197-3570,0
3197-5943,0
3570-5943,0
7713-13035,0
7713-2469,0
13035-2469,0
1572-3035,0
1572-14551,0
3035-14551,0
6304-4150,0
6304-4838,0
4150-4838,0
3754-13914,0
3754-5155,0
13914-5155,0
1556-5689,0
1556-6322,0
5689-6322,0
1039-6698,0
1039-9304,0
6698-9304,0
4055-11364,0
10050-8775,0
10050-4098,0
8775-4098,0
12557-10710,0
12557-10660,0
10710-10660,0
14035-5001,0
14035-3311,0
5001-3311,0
2927-633,0
2927-10406,0
633-10406,0
11515-4554,0
11515-13604,0
4554-13604,0
14759-492,0
14759-13492,0
492-13492,0
2904-14296,0
2904-3146,0
14296-3146,0
10328-7136,0
10328-9214,0
7136-9214,0
1661-8736,0
1661-6261,0
8736-6261,0
6494-12890,0
3005-6303,0
3005-530,0
6303-530,0
7408-12901,0
7408-9086,0
12901-9086,0
8664-5530,0
8664-6088,0
5530-6088,0
4556-12155,0
4556-5807,0
12155-5807,0
1585-8999,0
1585-883,0
8999-883,0
10625-8046,0
10625-2876,0
8046-2876,0
13715-2956,0
13715-7143,0
2956-7143,0
5233-11908,0
5233-8284,0
11908-8284,0
8494-6616,0
8494-11294,0
6616-11294,0
9493-4608,0
9493-12923,0
4608-12923,0
7892-13798,0
7892-13013,0
13798-13013,0
3901-2713,0
3901-14840,0
2713-14840,0
8142-12610,0
9793-12964,0
9793-5258,0
12964-5258,0
6965-1076,0
6965-5756,0
1076-5756,0
11034-1264,0
11034-1634,0
1264-1634,0
2783-9192,0
2783-9449,0
9192-9449,0
13787-13858,0
13787-983,0
13858-983,0
3533-475,0
3533-15075,0
475-15075,0
2056-8994,0
2056-4369,0
8994-4369,0
8620-12058,0
4810-7142,0
7968-14264,0
7968-12159,0
14264-12159,0
14056-12403,0
14056-11978,0
12403-11978,0
14767-5824,0
14767-6414,0
5824-6414,0
526-4109,0
526-13987,0
4109-13987,0
3855-9753,0
3102-572,0
3102-7540,0
572-7540,0
9459-4145,0
9459-184,0
4145-184,0
1748-5907,0
1748-942,0
5907-942,0
8511-3033,0
8511-3088,0
3033-3088,0
13043-9725,0
13043-1584,0
9725-1584,0
10822-8986,0
10822-5580,0
8986-5580,0
13356-9628,0
13356-11156,0
9628-11156,0
11490-14897,0
11490-5070,0
14897-5070,0
11404-5240,0
11404-9230,0
5240-9230,0
11600-12330,0
11600-9051,0
12330-9051,0
5565-7367,0
5565-6197,0
7367-6197,0
8703-6039,0
8703-12813,0
6039-12813,0
9135-8129,0
9135-12918,0
8129-12918,0
7659-13399,0
7659-8340,0
13399-8340,0
12305-14665,0
5772-6036,0
5772-13720,0
6036-13720,0
272-13219,0
272-11649,0
13219-11649,0
2982-14585,0
2982-11919,0
14585-11919,0
2882-3003,0
2882-12248,0
3003-12248,0
14300-11669,0
14300-7549,0
11669-7549,0
9688-7818,0
9688-1319,0
7818-1319,0
11539-13954,0
11539-5774,0
13954-5774,0
4302-7417,0
4302-12328,0
7417-12328,0
8766-2052,0
8766-14285,0
2052-14285,0
5468-2489,0
5468-8426,0
2489-8426,0
10039-6612,0
2493-7339,0
2493-6223,0
7339-6223,0
13589-13197,0
13589-10622,0
13197-10622,0
14129-13267,0
14129-556,0
13267-556,0
14579-11590,0
14579-9141,0
11590-9141,0
15070-3859,0
15070-14372,0
3859-14372,0
1650-9735,0
1650-5188,0
9735-5188,0
4947-7683,0
4947-6916,0
7683-6916,0
9105-13727,0
9105-13592,0
13727-13592,0
802-9243,0
802-5825,0
9243-5825,0
14877-10718,0
14877-6926,0
10718-6926,0
11370-4092,0
11370-12194,0
4092-12194,0
6470-1329,0
6470-1579,0
1329-1579,0
2018-2314,0
2018-15,0
2314-15,0
10370-9408,0
10370-9781,0
9408-9781,0
2184-9314,0
2184-14315,0
9314-14315,0
10865-988,0
10865-10981,0
988-10981,0
13377-9689,0
13377-1042,0
9689-1042,0
10298-13276,0
10298-7327,0
13276-7327,0
12933-10762,0
12933-377,0
10762-377,0
11493-1327,0
11493-10725,0
1327-10725,0
3886-3811,0
3886-10577,0
3811-10577,0
10684-2948,0
10684-8538,0
2948-8538,0
9358-5853,0
9358-1457,0
5853-1457,0
5486-14594,0
5486-6289,0
14594-6289,0
5318-4840,0
5318-3166,0
4840-3166,0
4879-9506,0
4879-14765,0
9506-14765,0
14272-12983,0
14272-13466,0
12983-13466,0
3801-1007,0
3801-11410,0
1007-11410,0
5274-1740,0
4923-10693,0
4923-7423,0
10693-7423,0
8676-9163,0
12288-1739,0
12288-10661,0
1739-10661,0
2364-291,0
2364-14164,0
291-14164,0
6090-7181,0
6090-12444,0
7181-12444,0
1386-9407,0
1386-4837,0
9407-4837,0
4721-104,0
4721-9663,0
104-9663,0
10784-10350,0
10784-9312,0
10350-9312,0
13334-5504,0
13334-9777,0
5504-9777,0
6892-4612,0
6892-4152,0
4612-4152,0
3319-6274,0
3319-5406,0
6274-5406,0
6283-4588,0
6283-912,0
4588-912,0
5130-8537,0
5130-2530,0
8537-2530,0
7678-5678,0
7678-9155,0
5678-9155,0
11731-5675,0
11731-13307,0
5675-13307,0
5878-14311,0
5878-4754,0
14311-4754,0
1451-13350,0
1451-3223,0
13350-3223,0
982-2494,0
982-8800,0
2494-8800,0
14352-5969,0
14352-5938,0
5969-5938,0
14145-12725,0
4460-2987,0
4460-6115,0
2987-6115,0
10197-3565,0
10197-2467,0
3565-2467,0
12801-4680,0
12801-10020,0
4680-10020,0
5806-4846,0
5806-12018,0
4846-12018,0
2526-7125,0
2526-1126,0
7125-1126,0
4737-5234,0
4737-8978,0
5234-8978,0
4406-3576,0
4406-11206,0
3576-11206,0
14355-10337,0
14355-8343,0
10337-8343,0
223-5873,0
223-5733,0
5873-5733,0
5783-2054,0
5783-13683,0
2054-13683,0
7038-14567,0
7038-10141,0
14567-10141,0
1644-11031,0
1644-11733,0
11031-11733,0
5126-7524,0
5126-7921,0
7524-7921,0
733-7656,0
393-2222,0
393-13135,0
2222-13135,0
5645-8240,0
5645-8627,0
8240-8627,0
4509-5801,0
4509-12919,0
5801-12919,0
10701-4940,0
10701-11107,0
4940-11107,0
12289-4677,0
12289-3188,0
4677-3188,0
7293-12418,0
7293-5219,0
12418-5219,0
149-2423,0
149-1675,0
2423-1675,0
10333-12508,0
10333-6438,0
12508-6438,0
5122-1380,0
5122-10480,0
1380-10480,0
4658-12308,0
4658-11005,0
12308-11005,0
3625-4017,0
3625-10398,0
4017-10398,0
7782-14632,0
7782-1390,0
14632-1390,0
4358-5284,0
4358-12936,0
5284-12936,0
2823-687,0
2823-7732,0
687-7732,0
1241-12402,0
1241-1183,0
12402-1183,0
10209-9149,0
10209-1620,0
9149-1620,0
8239-10817,0
8239-6521,0
10817-6521,0
2300-1790,0
2300-3349,0
1790-3349,0
8985-13115,0
8623-1807,0
8623-13476,0
1807-13476,0
9995-10848,0
9995-3139,0
10848-3139,0
5360-12036,0
5360-4353,0
12036-4353,0
14646-4579,0
14646-2037,0
4579-2037,0
14894-7604,0
14894-6117,0
7604-6117,0
9668-10211,0
9668-8510,0
10211-8510,0
7930-10466,0
7930-8004,0
10466-8004,0
8079-12574,0
7890-8009,0
7890-9670,0
8009-9670,0
6556-5326,0
6556-13868,0
5326-13868,0
13854-1061,0
13854-5881,0
1061-5881,0
6280-761,0
6280-10716,0
761-10716,0
14032-4091,0
14032-6049,0
4091-6049,0
12974-7438,0
12974-1171,0
7438-1171,0
1337-14559,0
1337-413,0
14559-413,0
11372-14179,0
11372-2737,0
14179-2737,0
4501-5244,0
4501-7882,0
5244-7882,0
10421-12503,0
10421-1326,0
12503-1326,0
8862-8794,0
8862-4777,0
8794-4777,0
10477-2928,0
10477-583,0
2928-583,0
7265-505,0
7265-1588,0
505-1588,0
13018-3042,0
13018-6708,0
3042-6708,0
8350-11381,0
8350-14848,0
11381-14848,0
6191-9539,0
6191-14578,0
9539-14578,0
3421-14855,0
3421-5638,0
14855-5638,0
12477-7151,0
12477-6590,0
7151-6590,0
1289-3355,0
1289-659,0
3355-659,0
8010-11862,0
8043-6987,0
8043-2411,0
6987-2411,0
12478-13029,0
12478-5612,0
13029-5612,0
11556-8115,0
11556-13250,0
8115-13250,0
4086-4632,0
4086-11500,0
4632-11500,0
8464-12324,0
8464-1122,0
12324-1122,0
5080-3234,0
5080-5624,0
3234-5624,0
2165-12865,0
2165-858,0
12865-858,0
7163-6327,0
7163-14331,0
6327-14331,0
2265-11927,0
2265-9843,0
11927-9843,0
4395-2854,0
4395-8015,0
2854-8015,0
9661-7754,0
9661-305,0
7754-305,0
12726-2448,0
12726-9656,0
2448-9656,0
9307-10305,0
9307-12623,0
10305-12623,0
13433-8093,0
13433-8399,0
8093-8399,0
7985-11396,0
7985-5428,0
11396-5428,0
7695-12343,0
7695-5987,0
12343-5987,0
13290-10368,0
13290-5803,0
10368-5803,0
10845-13311,0
10845-10772,0
13311-10772,0
9629-9893,0
9629-11654,0
9893-11654,0
10753-2196,0
10753-7896,0
2196-7896,0
6321-2775,0
6321-5993,0
2775-5993,0
5808-14052,0
5808-2877,0
14052-2877,0
13335-8506,0
13335-1864,0
8506-1864,0
9812-12698,0
9812-5831,0
12698-5831,0
4178-240,0
4178-14968,0
240-14968,0
1954-14795,0
1954-6336,0
14795-6336,0
5338-11612,0
5338-3271,0
11612-3271,0
9956-8823,0
9956-15080,0
8823-15080,0
11375-4047,0
11375-4938,0
4047-4938,0
7630-8756,0
7630-5513,0
8756-5513,0
1149-7496,0
13531-7836,0
13531-30,0
7836-30,0
2321-2135,0
2321-11675,0
2135-11675,0
9055-909,0
9055-5343,0
909-5343,0
8282-4661,0
8282-3342,0
4661-3342,0
3168-5785,0
3168-4000,0
5785-4000,0
9380-6716,0
9380-5017,0
6716-5017,0
1814-5145,0
1814-12711,0
5145-12711,0
6564-1920,0
6564-9771,0
1920-9771,0
8091-70,0
10769-2185,0
10769-4129,0
2185-4129,0
14359-4785,0
14359-387,0
4785-387,0
6435-12804,0
6435-963,0
12804-963,0
114-4323,0
114-4577,0
4323-4577,0
14631-1521,0
14631-14455,0
1521-14455,0
13651-7041,0
13651-1396,0
7041-1396,0
4019-10751,0
4019-514,0
10751-514,0
6984-10971,0
6984-2027,0
10971-2027,0
10966-15091,0
10966-10785,0
15091-10785,0
14182-13500,0
14182-15079,0
13500-15079,0
3304-12086,0
3304-523,0
12086-523,0
978-5039,0
978-10969,0
5039-10969,0
6499-1863,0
6499-10356,0
1863-10356,0
5074-6806,0
14314-2404,0
14314-10166,0
2404-10166,0
11794-10728,0
11794-7237,0
10728-7237,0
13104-3926,0
13104-1116,0
3926-1116,0
10162-532,0
10162-1776,0
532-1776,0
3291-300,0
3291-8888,0
300-8888,0
10322-12281,0
10322-12910,0
12281-12910,0
11931-527,0
473-9621,0
473-13292,0
9621-13292,0
729-12989,0
729-11039,0
12989-11039,0
8183-8649,0
8183-10503,0
8649-10503,0
3548-13329,0
3548-3982,0
13329-3982,0
4748-9249,0
4748-8695,0
9249-8695,0
7097-3566,0
7097-5089,0
3566-5089,0
12737-8827,0
12737-11703,0
8827-11703,0
3964-11763,0
3393-2181,0
3393-7333,0
2181-7333,0
15034-4365,0
15034-4930,0
4365-4930,0
3905-214,0
3905-1555,0
214-1555,0
14491-9775,0
12003-7628,0
12003-7758,0
7628-7758,0
196-10746,0
196-2154,0
10746-2154,0
8719-3558,0
7272-14131,0
7272-15094,0
14131-15094,0
12069-5465,0
12069-6331,0
5465-6331,0
4972-2043,0
4972-10621,0
2043-10621,0
14011-6575,0
14011-11658,0
6575-11658,0
11494-4670,0
11494-10404,0
4670-10404,0
4252-10644,0
4252-1824,0
10644-1824,0
1486-11391,0
1486-8398,0
11391-8398,0
12769-9844,0
12769-3643,0
9844-3643,0
5127-5747,0
5127-3268,0
5747-3268,0
12693-2890,0
12693-10446,0
2890-10446,0
3805-5932,0
3805-7627,0
5932-7627,0
7912-8589,0
7912-11991,0
8589-11991,0
14641-13053,0
14641-221,0
13053-221,0
13997-8821,0
13997-13132,0
8821-13132,0
657-336,0
657-11603,0
336-11603,0
11471-10840,0
7915-13883,0
7915-13425,0
13883-13425,0
13627-12779,0
13627-11998,0
12779-11998,0
2770-5264,0
2770-1256,0
5264-1256,0
12536-3427,0
12536-5381,0
3427-5381,0
9644-3602,0
9644-13213,0
3602-13213,0
7075-1254,0
7075-1805,0
1254-1805,0
4199-4416,0
4199-4614,0
4416-4614,0
5626-11474,0
5626-8121,0
11474-8121,0
8065-1747,0
8065-9723,0
1747-9723,0
4016-3151,0
4016-1317,0
3151-1317,0
2079-11176,0
7651-7862,0
7651-1676,0
7862-1676,0
8300-8839,0
8300-2719,0
8839-2719,0
10486-12406,0
10486-7864,0
12406-7864,0
1755-9685,0
1755-94,0
9685-94,0
10272-431,0
4378-4495,0
4378-9191,0
4495-9191,0
1598-14598,0
1598-5178,0
14598-5178,0
4567-1025,0
4567-12728,0
1025-12728,0
1660-4707,0
1660-8803,0
4707-8803,0
8498-7233,0
8498-3685,0
7233-3685,0
6736-10331,0
6736-12034,0
10331-12034,0
2199-5913,0
2199-6472,0
5913-6472,0
7238-1719,0
7238-6760,0
1719-6760,0
6075-2354,0
6075-8450,0
2354-8450,0
10964-10286,0
10964-14109,0
10286-14109,0
1583-13509,0
1583-1412,0
13509-1412,0
14242-6511,0
14242-11435,0
6511-11435,0
11439-11282,0
11439-13141,0
11282-13141,0
3701-10808,0
3701-14596,0
10808-14596,0
8837-13922,0
8837-7471,0
13922-7471,0
11279-13616,0
11279-2809,0
13616-2809,0
2938-3587,0
2938-1570,0
3587-1570,0
4557-656,0
4557-12199,0
656-12199,0
6447-14258,0
6447-12265,0
14258-12265,0
6759-5181,0
6759-6012,0
5181-6012,0
10553-3097,0
10553-4963,0
3097-4963,0
11911-14722,0
11911-2613,0
14722-2613,0
12125-10362,0
8566-9011,0
8566-9613,0
9011-9613,0
5447-14923,0
5447-5631,0
14923-5631,0
7567-4904,0
7567-12718,0
4904-12718,0
9873-7330,0
3663-6585,0
3663-2981,0
6585-2981,0
13677-311,0
13677-5651,0
311-5651,0
14612-2592,0
14612-9255,0
2592-9255,0
15029-13298,0
9787-12614,0
9787-5426,0
12614-5426,0
3547-10165,0
3547-3406,0
10165-3406,0
14075-12318,0
14075-9114,0
12318-9114,0
14196-6669,0
14196-4937,0
6669-4937,0
666-5220,0
666-13615,0
5220-13615,0
2833-5720,0
2833-7586,0
5720-7586,0
7426-10560,0
7426-5184,0
10560-5184,0
13802-5408,0
13802-7199,0
5408-7199,0
4362-1314,0
4362-8633,0
1314-8633,0
4478-4245,0
4478-7114,0
4245-7114,0
2602-11522,0
2602-11744,0
11522-11744,0
8630-13066,0
8630-12892,0
13066-12892,0
9971-8820,0
8910-11986,0
12897-4589,0
12897-848,0
4589-848,0
14202-2674,0
14202-12915,0
2674-12915,0
5687-10773,0
5687-2667,0
10773-2667,0
4275-3129,0
4275-1667,0
3129-1667,0
1353-7652,0
1353-1923,0
7652-1923,0
5830-9954,0
5830-7764,0
9954-7764,0
12429-10397,0
12429-7809,0
10397-7809,0
10857-374,0
10857-13993,0
374-13993,0
11553-4761,0
11553-3333,0
4761-3333,0
2002-2358,0
2002-6131,0
2358-6131,0
189-6250,0
189-2176,0
6250-2176,0
6861-9331,0
6861-6576,0
9331-6576,0
471-9381,0
471-13319,0
9381-13319,0
10828-10349,0
10828-13486,0
10349-13486,0
11159-9046,0
11159-8990,0
9046-8990,0
11100-2256,0
11100-11982,0
2256-11982,0
1448-11243,0
1448-1163,0
11243-1163,0
9382-2567,0
8499-3009,0
8499-3535,0
3009-3535,0
6290-2614,0
6290-14485,0
2614-14485,0
6220-12649,0
6220-11373,0
12649-11373,0
11840-11154,0
11840-12274,0
11154-12274,0
13550-12736,0
13550-7003,0
12736-7003,0
6814-10181,0
6814-504,0
10181-504,0
13649-3286,0
13649-12527,0
3286-12527,0
11363-1976,0
11363-7596,0
1976-7596,0
2173-8385,0
2173-10478,0
8385-10478,0
1104-12333,0
1104-356,0
12333-356,0
14555-10230,0
14555-5581,0
10230-5581,0
9009-8013,0
9009-6618,0
8013-6618,0
32-5501,0
32-12701,0
5501-12701,0
672-14170,0
672-5933,0
14170-5933,0
8202-4741,0
8202-4349,0
4741-4349,0
6277-9930,0
6277-10326,0
9930-10326,0
1202-4625,0
1202-14440,0
4625-14440,0
1117-4052,0
1117-8500,0
4052-8500,0
13909-14654,0
13909-14055,0
14654-14055,0
7788-13820,0
7788-6365,0
13820-6365,0
14636-1753,0
14636-4802,0
1753-4802,0
8054-13943,0
8054-5441,0
13943-5441,0
10079-13210,0
10079-7625,0
13210-7625,0
7104-1678,0
7104-116,0
1678-116,0
10557-13924,0
10557-11939,0
13924-11939,0
14931-5000,0
14931-3696,0
5000-3696,0
4828-3830,0
4828-5882,0
3830-5882,0
2451-14780,0
2451-1185,0
14780-1185,0
72-8779,0
72-13759,0
8779-13759,0
9153-146,0
9153-8806,0
146-8806,0
7786-13980,0
7786-9533,0
13980-9533,0
8336-9442,0
8336-12047,0
9442-12047,0
10093-1919,0
2731-3510,0
2731-5757,0
3510-5757,0
3111-5330,0
3111-2804,0
5330-2804,0
6101-12575,0
6101-13229,0
12575-13229,0
9571-1957,0
9571-13386,0
1957-13386,0
2855-6161,0
2855-9855,0
6161-9855,0
6409-6419,0
6409-2286,0
6419-2286,0
11550-3013,0
11550-6662,0
3013-6662,0
7474-6043,0
7474-1610,0
6043-1610,0
702-2209,0
11528-6602,0
11528-14804,0
6602-14804,0
1906-6942,0
1906-5446,0
6942-5446,0
2077-11442,0
2077-5004,0
11442-5004,0
9528-9696,0
9528-11620,0
9696-11620,0
13927-9908,0
13927-5869,0
9908-5869,0
9850-3269,0
9850-1307,0
3269-1307,0
6922-12162,0
6922-14822,0
12162-14822,0
4999-14946,0
4999-216,0
14946-216,0
15012-13417,0
15012-12734,0
13417-12734,0
10509-8185,0
10509-13836,0
8185-13836,0
3377-6224,0
3377-7342,0
6224-7342,0
1402-3894,0
1402-12531,0
3894-12531,0
8561-682,0
8561-5967,0
682-5967,0
2653-10619,0
5892-10973,0
5892-9415,0
10973-9415,0
11293-9498,0
11293-12409,0
9498-12409,0
11262-241,0
11262-14165,0
241-14165,0
2797-6373,0
2797-8337,0
6373-8337,0
11764-1813,0
11764-8055,0
1813-8055,0
14284-12474,0
10290-4827,0
10290-12421,0
4827-12421,0
5594-14340,0
5594-1975,0
14340-1975,0
8032-4615,0
8032-3848,0
